time,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_RM.NET_INDEX
2018-04-20,0.252036,-0.263602,-2.87656,3.36535,0.086127,0.133325,-3.98658,4.91945,-2.12877,-0.26218,-2.44419,3.61062,-1.73697,-1.25288,-0.208,12.9981,2.52783,2.28773,-6.02131,-2.77797,-1.07627,1.69285,-8.63944,16.573,1.8829,-1.95261,0.196064,-1.12196,13.352,7.53275,,-5.15238,5.03419,-4.03565,-9.84266,-8.64042,-6.40167,2.94672,-13.5849,-3.07189,8.08205,10.7032,-5.98805,-2.10008,-1.12659,-0.300146,4.7834,28.4244,1.85371,-0.554404,-0.514941,0.670399,-3.38001,-7.79019,-1.23507,-7.4469,0.006183,3.81517,-9.9631,-3.64266,-0.089727,-1.29993,4.78778,0.048741,-2.30836,2.2723,-4.43743,2.92812,1.44777,-16.9882,,0.060564,0.1666,0.781738,1.20069,-3.60475,-5.32269,-1.29284,-0.68378,6.01755,9.28238,-0.281358,-0.954418,-1.88177,-0.554476,-0.871712,-2.84056,2.77044,3.07052,-4.69095,1.39,-0.897325,1.40523,3.60361,-3.55992,-2.76319,,,-1.47181,3.3902,-8.99006,0.16041,-0.077614,19.1119,0.875286,-2.71397,-6.2612,1.98349,-8.22237,-7.68457,,-0.358041
2018-04-23,2.3425,1.13942,-3.07491,-5.19573,1.81879,2.54355,-2.15227,-5.77724,0.441522,5.33807,-5.15336,0.088758,3.01596,3.67181,1.17846,-3.58398,0.842629,-4.88459,-1.96708,-12.1184,-2.41431,-3.06981,-1.06866,10.8136,-0.42971,-1.96348,0.370595,-2.53632,12.8649,11.7335,,-2.67818,18.5163,-7.69574,-9.91072,3.9597,-1.28525,8.47968,-13.7935,-7.72713,9.25596,-0.089445,-6.04155,-18.8779,-0.665864,-1.27063,4.43345,-28.4244,-0.154441,1.23441,-0.193842,-8.48778,4.81511,8.4368,-14.3249,-13.2107,0.361712,7.8515,-15.1708,-9.78884,-0.609362,-3.75198,7.28474,-6.31202,2.11866,3.67347,-5.78864,-16.4258,1.7383,15.5915,,10.1144,-1.69927,-2.79799,3.10608,-1.27472,-3.29718,-0.433147,4.04203,-3.99866,2.43561,6.10102,-5.02356,1.14144,5.54218,-1.52675,-7.16306,-1.52393,7.2609,-5.65021,-2.17986,-5.25947,0.866658,-4.35643,-4.54745,3.69659,-6.34203,,-7.43897,7.60837,7.37937,-3.57497,-4.58359,8.06323,6.12756,1.37819,-12.636,-8.57815,10.9184,-0.773012,-0.236417,4.25022
2018-04-24,0.581311,-2.49335,-1.97484,-0.821236,-0.387187,1.00531,-2.67912,0.066641,3.77172,-1.09313,-1.47793,4.97915,-10.4941,-0.835305,6.36374,13.3514,2.29094,-6.078,2.67179,-21.48,-0.600069,-3.06981,-3.51825,-7.63858,1.70698,4.63262,-8.04392,0.301893,13.693,18.0229,,-8.36553,6.96325,-0.884367,-0.492451,-0.883636,2.02976,4.77727,-15.1533,10.8466,-1.17831,-1.19956,-5.13436,-5.03049,1.01183,1.18716,3.88271,-22.3803,4.60288,-5.28891,-3.60344,-3.43171,4.81511,4.14081,0.755818,-13.3785,-6.63729,3.86612,-5.817,-3.09732,5.80364,-7.70303,1.04671,-1.75173,3.98784,-9.41133,-2.75515,-16.2047,2.56211,4.3655,-2.42969,12.8559,-1.47766,-9.91748,1.78767,-0.97139,6.58143,-1.9304,-9.3022,1.12083,6.03749,-4.93431,12.517,0.069062,-0.364208,-3.05799,0.310913,-0.783094,7.2609,-17.2229,3.5973,-4.57351,1.3884,-3.28651,-1.94119,-14.1185,6.45138,-0.424531,7.11295,0.331073,-2.18723,-4.74249,-4.58359,0.681671,-6.94939,2.82375,3.96348,8.12541,-17.5416,-8.18722,1.53658,3.76955
2018-04-25,3.4147,-2.83401,-1.50288,-6.18888,2.12641,-3.2045,-2.17313,-8.36468,0.759821,-5.33807,4.32846,-5.31606,3.28327,-1.71023,-2.51638,-7.66029,3.61064,-4.16868,2.75235,-0.439945,2.83852,-0.849055,-7.31834,-16.996,-0.108143,-4.63262,-1.74201,2.52467,9.47657,1.2752,,-6.00757,3.89358,-4.65771,-9.76457,0.416166,-4.78518,6.22212,-6.7174,2.93111,9.25596,-10.7539,-3.39627,-2.7912,0.999378,-0.036187,0.820001,24.2412,6.10332,-5.28891,0.885005,-8.5215,4.81511,-2.7711,2.38102,-6.72554,5.71351,-7.8515,-3.20164,-2.07893,10.479,-4.4971,5.12041,-6.97995,5.5392,0.51807,-10.4199,-15.0479,10.5015,-10.9386,-3.47693,1.03132,-0.391726,-10.1732,-1.24342,6.24696,-0.783076,1.23593,4.0222,-6.12803,9.75,-2.59773,7.14456,-15.8484,6.27164,1.98692,-2.16549,-4.83993,6.59497,-2.79618,-8.72646,-13.1905,4.0597,9.58404,-2.60346,-3.02553,-6.48696,,4.80788,-0.255051,5.09518,-3.72232,-4.03569,-13.0077,0.723024,-4.71728,-4.66417,2.72472,24.1306,-1.90548,1.76996,-6.62304
2018-04-26,-1.53338,0.554163,-0.046283,-1.82927,-1.34212,3.12243,2.24459,-1.9843,-11.3151,5.33807,9.75605,3.33972,-6.00035,1.71219,7.48247,-13.9096,-1.47093,-3.89534,0.494664,-3.03695,2.83852,-0.552773,-1.06804,-17.079,1.58952,-0.270199,4.28485,8.48125,17.0626,17.8876,,-8.90179,5.29916,-4.8659,-1.51911,2.31635,-3.30863,4.50948,-6.0561,-1.3238,5.58161,-2.25451,1.41221,-18.7236,-1.5664,0.079552,-4.60482,9.76198,-6.23935,1.14522,1.43966,5.79975,-2.22004,15.2081,1.63777,-0.036435,0.866925,0.335923,-9.09869,-9.42444,-10.5877,19.5752,3.66961,-6.8428,5.65719,-4.90821,-9.83988,-3.93858,10.5015,-6.9004,,-0.08843,-5.18668,-6.91844,2.91943,15.7981,-6.77258,0.277731,5.57453,-3.54838,-9.72923,-3.86081,-7.10958,5.00357,3.59027,-4.79643,-5.6,-7.34946,7.2621,5.88557,-8.82649,-13.1905,0.091699,-9.75843,-6.68714,-0.095338,-6.74278,1.65379,9.4264,-6.00751,-5.49824,-2.23231,-1.47507,-5.0836,-0.08546,3.27663,-3.83495,-3.07059,15.9044,-8.18722,-1.79721,-0.64945
2018-04-27,-1.24985,-0.319068,-0.408068,-0.133685,0.463484,0.201887,1.5615,3.0637,-0.165073,-3.73665,-9.68808,4.28297,1.3595,-0.194046,2.92688,-4.78414,0.434514,-0.359627,-1.18965,10.928,-1.28583,0.343821,6.22118,-1.10411,2.83569,0.065496,-1.63896,3.67293,10.0928,19.8413,,-0.806492,3.33829,-7.89997,9.0947,14.4019,-3.41452,2.67655,2.2053,4.85486,-1.90403,5.50199,6.59728,-6.66992,-0.313281,0.000518,4.41688,-5.53056,-5.84038,1.92751,-3.115,-4.37265,5.02445,-7.20072,-0.708255,-13.3785,5.19895,-3.79548,-6.19767,-9.78884,-10.5877,17.7678,11.0088,0.323866,4.94392,7.34789,-8.33236,-7.84803,10.5015,-16.9882,-5.20639,12.2757,-7.13191,-0.746328,-2.5123,17.6038,-9.95264,1.59326,-1.12455,-6.48288,2.44631,0.380874,-1.95305,1.33092,-1.47529,-3.02469,-2.39742,-3.40604,3.12821,-13.4168,4.54712,-13.1905,-1.48017,-9.75843,-2.63383,-2.11776,2.17237,-0.00864,-1.2937,-25.9567,7.65381,-3.30073,-4.08133,17.4234,-5.4778,4.73412,-5.73827,0.744205,-11.4457,-8.24921,0.348647,-0.530278
2018-04-30,-2.49947,-0.019119,3.51126,-4.19383,-0.072269,-0.960024,-1.90419,0.850569,-0.063484,1.07764,-2.24597,1.9825,-0.383772,-0.518704,1.9638,-11.2074,-0.775471,-1.33212,-7.62216,-3.1042,0.039157,-0.088848,1.3052,3.68489,0.459509,-2.24482,-1.97297,4.526,-0.46096,6.37852,,0.079013,-2.2095,-4.60746,7.76513,-2.7423,-0.042215,2.27923,-15.7808,3.55046,-8.61367,-10.7589,-5.42397,-14.3015,1.68494,-1.17168,-3.38718,-13.7388,1.42916,-1.52311,-7.20458,-5.23087,-1.77311,-16.9865,6.86281,-5.56674,2.10923,6.28599,-16.9621,2.29078,10.5877,-6.031,-5.38685,2.08427,1.91672,-1.60871,-5.30367,-16.5676,1.50413,16.9882,,-12.8328,-0.894441,-1.26972,-0.126098,0.853111,-0.867048,0.016994,-9.43568,-6.84804,1.65584,-0.898808,-15.0707,0.460959,-7.04803,2.93345,7.19227,-10.9685,,,,,-4.0597,9.22435,6.87286,-4.37544,6.74278,,-10.8953,-25.9567,-4.22334,1.54332,1.54143,20.1865,-4.42134,3.07019,-2.5047,2.86915,-30.6529,-4.44196,-0.171691,-2.7808
2018-05-01,0.267128,-0.256094,-0.362018,-0.491545,-0.01198,-0.001098,-1.91293,0.186678,0.17847,0.123968,-0.767872,-0.104406,-0.991064,0.521152,-0.638662,-0.127589,,,,,0.070844,-0.134746,,,,,-0.61216,1.1482,,,,,,0.004721,,,0.134493,0.264601,-14.2547,-0.125199,,0.308639,,0.064108,,-0.053618,,,1.38338,-0.310607,3.51375,0.50435,-1.29786,-0.523553,8.14567,-4.78888,-2.53825,0.677935,2.27387,-4.11971,0.824312,3.98294,10.9795,-1.78579,5.68879,0.167367,-6.68194,10.133,6.20681,,,,0.022715,-0.004317,,0.296877,4.7139,-1.66959,3.53979,0.087033,-2.10566,-1.45293,0.564692,-3.18978,0.049032,-0.640591,-0.141734,-2.62167,,,,,,0.24948,,-13.2887,,,,,,,,,-0.024044,-2.27732,-0.058941,0.84606,,,,
2018-05-02,1.80772,0.209113,-1.84471,-1.33281,-0.317259,-0.320893,0.029779,1.59132,-3.82472,-0.252339,-7.567,1.13497,-1.85626,2.01829,0.496429,-6.9736,2.82915,0.700701,1.34452,-30.6776,-0.301807,-0.033269,-4.4804,16.996,-1.8947,2.92243,2.74219,2.51721,18.2211,4.29796,,-2.0006,2.76248,-6.96287,5.04565,14.1198,3.61569,4.42755,5.90071,5.63357,-2.50471,9.44381,6.87103,-5.13229,-1.02301,-1.54126,-4.02835,-11.6711,6.24249,-1.10372,-5.971,-6.47325,5.03303,-16.9865,-9.82653,13.3803,7.74704,8.31492,-20.0328,-9.78884,10.707,-15.7702,0.381245,-6.97995,5.68879,0.550342,-15.2961,0.648708,4.28507,-0.614554,-6.25946,8.54962,1.03839,-0.902632,4.44328,-1.18268,4.64676,1.53079,-9.54184,-6.48288,4.38899,0.060193,2.49286,16.8033,2.27266,2.25286,-2.80706,-3.63201,3.49164,3.8063,,11.6907,-1.05649,-0.310549,0.143729,-14.1185,6.74278,,-3.45058,4.08971,-12.67,2.48449,-0.066619,-14.0586,2.60509,5.11851,-3.18365,4.92412,27.7457,-4.62232,-1.76996,0.788821
2018-05-03,1.88592,0.09,0.471427,-4.32392,2.35026,-0.720325,0.229616,-4.6827,-0.810047,-1.52115,0.653501,-0.156789,0.695982,-2.27678,5.82784,-16.9879,3.76682,1.31716,-8.36667,-8.22586,0.103379,-0.590395,11.6742,-2.59732,-0.174663,0.997489,-4.39031,-4.28316,7.46312,5.39585,,-11.6998,5.96232,4.18862,5.91973,-13.4212,-2.33767,0.254217,-9.88878,3.9003,-3.3077,5.52969,-1.05953,-7.99464,0.799926,-1.56739,-1.69883,3.58413,4.77275,1.84232,5.83613,-6.82098,-0.718207,-5.97338,10.4524,4.19373,-0.872128,2.33648,7.62515,5.02729,4.14995,14.7607,11.1036,-6.97995,-0.408958,-0.048072,-0.295183,-2.03699,-7.81847,-1.17707,-6.28821,6.82007,4.39686,1.57115,-1.35641,-4.69748,9.95264,-0.931996,2.09509,-4.57304,7.71384,-1.04511,11.043,-5.20859,-0.976412,0.464466,-2.90049,-2.19358,-5.46441,-3.80265,-0.552856,13.1905,-2.21133,4.81222,-2.3232,-11.0338,7.15869,0.814567,-10.8953,-0.170534,2.90045,0.632004,-4.71932,2.34431,-10.5915,-1.33854,-0.433737,-2.14602,16.5463,-1.3993,-1.20697,-11.3087
2018-05-04,2.21585,0.323125,-1.68983,-5.68518,2.07562,2.1805,-2.0299,-8.36468,7.69023,-1.74346,-7.0475,-1.63122,-0.761273,-1.16107,-0.650237,-1.1617,-0.572443,0.967368,0.03341,0.195263,0.348249,-1.5408,-3.99621,-5.72215,1.98841,4.60641,0.177058,-17.3414,1.50427,8.33634,,-3.11011,-10.6471,-5.75696,0.150192,5.78551,4.39382,2.83318,-13.0208,-4.17404,5.75933,0.827369,4.04715,-7.00152,-0.317657,,0.745779,7.15214,5.07196,0.792794,-0.305531,-2.85519,0.244825,8.02883,-2.67952,-1.277,7.61475,0.618093,-20.3598,0.293042,-9.79895,7.7182,6.54293,6.97995,5.75017,2.35404,-15.2961,5.0112,-0.502632,-4.44317,,13.5259,1.88871,-2.19691,-0.336237,-1.51894,8.38445,0.256376,5.73646,-7.10858,7.15479,0.436159,7.47219,-12.0082,0.638526,-3.79042,-2.19303,-2.76472,-6.58268,-9.12244,,13.3506,2.91994,-5.87255,-1.22117,-0.049695,7.15869,0.083511,-8.61364,-24.8055,5.65643,-8.00988,-4.71932,-0.076902,-1.54434,0.893926,2.62817,-8.03704,-9.41501,-1.03289,-0.748247,2.29319
2018-05-07,1.43307,1.26671,-1.77577,0.989778,0.244787,0.921643,-0.724966,-0.761106,-3.34133,2.58735,2.58589,-2.37106,2.34065,-0.161611,7.27746,-7.2114,0.182313,3.94796,4.01895,-11.4431,1.02873,-0.348316,0.879095,8.80303,,-0.024762,-0.388362,0.11376,1.23755,18.9937,,-7.28637,-2.99051,4.23972,-1.75446,-7.8255,0.901767,0.774606,-10.7651,1.43908,1.96603,-0.521415,-4.66794,0.008022,0.063925,-1.07712,-7.66131,-2.39222,0.993939,0.304205,-2.59914,4.24232,0.261469,-0.843782,-1.71919,1.29806,7.61475,5.40532,-16.7979,-5.57491,3.03427,6.28196,-1.05339,7.22437,1.58395,2.86252,-9.52791,17.5414,2.92523,5.17478,,,-0.405378,-2.36642,0.493608,-9.76863,3.523,-0.688508,-6.18435,-1.76265,-1.8394,0.758324,3.58333,1.29864,4.34543,2.81787,-3.51945,1.57787,0.71919,-1.11998,1.44921,0.780619,3.51541,8.73192,0.102607,-4.0519,7.09037,,-11.4363,1.64959,-1.89858,5.10983,0.4281,8.50897,3.94996,0.008324,-6.20886,5.78633,11.4733,2.96978,-1.79721,-7.19869
2018-05-08,0.278066,1.4677,-1.01359,-6.18848,-0.864378,1.87421,-0.987316,-8.45569,-7.01519,4.78505,-2.79859,-6.70451,-1.02183,2.23037,-2.32564,4.06801,-2.32461,4.35486,2.89311,-30.6776,-0.476388,2.71157,0.107632,-3.66586,-0.91246,-0.85592,-3.46673,-7.28849,11.1612,-1.74986,,-4.513,-3.55368,5.07052,-1.08815,-0.377643,3.09144,2.90852,0.211998,-10.8466,-1.15085,6.26683,5.18007,-2.66477,0.76276,-1.02162,-0.557653,-29.2859,3.80456,-1.13415,4.16235,-4.21222,2.94284,2.74334,-2.20649,-0.692859,5.3273,-1.74573,-11.6671,6.27021,6.70679,-5.97913,-11.1405,7.22437,2.2725,-1.15638,0.929556,-8.16976,4.11068,-15.6303,,,2.86235,-5.74444,0.673353,-3.68324,3.07697,-0.739584,2.55266,-2.76769,-6.47875,-3.30716,14.9358,-11.4556,0.05993,2.59675,-4.91969,-6.86404,0.875386,-0.771502,-3.31069,8.70541,0.34242,3.84976,-6.68714,-10.0858,5.73276,-0.384903,-1.09919,-6.75428,-11.1706,8.00988,-4.8061,-17.6876,-2.92132,1.96619,3.48296,-5.54078,19.9275,1.38707,-1.79721,7.49658
2018-05-09,1.08793,0.707871,3.15977,5.09766,1.82716,3.0993,5.15252,7.03007,-0.993713,-0.257571,-2.74321,-1.22166,3.7247,-0.950066,-0.961483,8.15083,1.16545,-2.07582,5.81468,7.3957,2.74023,-1.83913,11.5452,3.47047,0.992962,4.55967,-3.8443,0.944928,,,,,12.9124,-4.40963,1.98263,-2.41219,6.85294,4.27869,-3.93774,-1.70449,0.449798,0.272042,-5.55875,-8.46528,-0.315025,1.84753,-4.07042,29.5854,6.50986,-3.57527,1.33455,-3.29609,-2.73055,-1.03046,-1.91637,-12.9112,5.92697,6.30937,-8.49269,-4.0958,11.0994,-19.6436,-11.3622,3.11914,3.78294,-0.932323,-5.37649,-6.16353,6.28876,-15.6303,,-0.037612,0.010955,-3.53553,0.372829,-1.32386,7.47445,-1.46979,9.54184,-3.29487,5.95617,-2.06551,-0.12603,0.736306,-4.5018,-1.00356,0.626396,7.79504,-7.65345,1.20451,,1.70855,-0.177587,1.5368,-0.467955,2.94158,6.16389,-1.63174,5.736,25.0735,3.14488,-8.00988,-4.8061,5.24329,-10.5915,2.02628,2.25003,0.887011,12.1769,0.369253,0.09895,-1.57977
2018-05-10,-1.75804,-0.050171,2.79843,2.6924,-0.482021,0.166718,5.15252,-0.709246,-6.60226,-1.20283,11.4374,7.2504,0.130871,-3.21275,1.32071,11.2125,,,,11.2257,0.22622,1.5061,5.85313,-6.56696,2.01704,0.797632,-2.29579,-8.69025,,,,,-4.29102,5.80492,,-8.62048,-1.9672,7.95504,-10.2093,-7.21286,2.41162,-6.09794,3.00643,-0.447589,-0.602852,-1.34339,-4.12893,-8.42374,0.857183,-1.29785,0.156293,9.23402,-0.797469,1.11359,12.6081,-3.20638,8.14079,-1.26068,-15.3887,6.90038,11.3225,-19.6817,-2.70983,4.3245,0.327443,-0.531526,-15.3399,18.1596,0.141963,1.47431,,-2.85582,-7.27541,5.28853,-2.0891,17.1986,1.70033,1.19744,7.88742,1.20006,2.9279,-4.74341,14.9358,16.832,-6.4699,0.414347,-0.518947,-0.129369,5.63735,-2.18939,-4.45941,-3.47847,-2.41939,-4.26003,-6.1952,0.929456,-5.55481,-0.642166,-0.697167,25.7515,10.3068,0.15271,4.33534,-14.1309,-5.10576,2.38281,2.43633,-2.91138,-30.6529,4.35706,-1.79721,3.50718
